NAME;ARTIKUL
Пластиковый контейнер DMC (AGF-0-10 mm), диаметр (1-2 mm) в упак.4000шт.;favAGF0001000
Пластиковый контейнер DMC (AGF-0-15 mm), диаметр (1-2 mm) в упак.2500шт.;favAGF0001500
Пластиковый контейнер DMC (AGF-0-16 mm), диаметр (1-2 mm) в упак.2500шт.;favAGF0001600
Пластиковый контейнер DMC (AGF-0-30 mm), диаметр (1-2 mm) в упак.500шт.;favAGF0003000
Пластиковый контейнер DMC (AGF-1-10 mm), диаметр (1,8-2,5 mm) в упак.4000шт.;favAGF0011000
Пластиковый контейнер DMC (AGF-1-15 mm), диаметр (1,8-2,5 mm) в упак.2500шт.;favAGF0011500
Пластиковый контейнер DMC (AGF-1-30 mm), диаметр (1,8-2,5 mm) в упак.500шт.;favAGF0013000
Пластиковый контейнер DMC (AGF-2-10 mm), диаметр (2-4,1 mm) в упак.4000шт.;favAGF0021000
Пластиковый контейнер DMC (AGF-2-15 mm), диаметр (2-4,1 mm) в упак.2500шт.;favAGF0021500
Пластиковый контейнер DMC (AGF-2-30 mm), диаметр (2-4,1 mm) в упак.500шт.;favAGF0023000
Пластиковый контейнер DMC (AGF-3-10 mm), диаметр (4-6,8 mm) в упак.3000шт.;favAGF0031000
Пластиковый контейнер DMC (AGF-3-15 mm), диаметр (4-6,8 mm) в упак.1500шт.;favAGF0031500
Пластиковый контейнер DMC (AGF-3-30 mm), диаметр (4-6,8 mm) в упак.300шт.;favAGF0033000
Пластиковый контейнер DMC (AGF-4-10 mm), диаметр (6-9,5 mm) в упак.750шт.;favAGF0041000
Пластиковый контейнер DMC (AGF-4-15 mm), диаметр (6-9,5 mm) в упак.500шт.;favAGF0041500
Пластиковый контейнер DMC (AGF-4-30 mm), диаметр (6-9,5 mm) в упак.300шт.;favAGF0043000
Пластиковый контейнер DMC (AGF-5-10 mm), диаметр (9,6-13,5 mm) в упак.300шт.;favAGF0051000
Пластиковый контейнер DMC (AGF-5-15 mm), диаметр (9,6-13,5 mm) в упак.400шт.;favAGF0051500
Пластиковый контейнер DMC (AGF-5-30 mm), диаметр (9,6-13,5 mm) в упак.200шт.;favAGF0053000
Пластиковый контейнер DMC (AGF-6-15 mm), диаметр (13,6-21,5 mm) в упак.150шт.;favAGF0061500
Пластиковый контейнер DMC (AGF-6-30 mm), диаметр (13,6-21,5 mm) в упак.50шт.;favAGF0063000
Бетонный колодец;flr0001
Соединитель;flr0002
Шпилька резьбовая 16mm*1m;flr0003
Чугунная труба 200 mm*6m;flr0006
Болт медный M10 X 35mm;flr0008
Гайка латунная M10;flr0009
Шайба латунная M10;flr0010
Шайба гроверная бронзовая M10;flr0011
Коксовая мелочь (в упаковке 35 Kg);flr0012
Шина медная 50х5х350мм;flr0013
Нержавеющий стальной болт M10 X 35mm;flr0015
Нержавеющая стальная гайка M10;flr0016
Нержавеющая стальная плоская шайба M10;flr0017
Нержавеющая стальная гроверная шайба M10;flr0018
Соединитель для кабеля 70 кв.мм. в 25кв.мм.;flr0020
Соединитель для кабеля ' X 'Like 70sqmm to 70sqmm;flr0021
Кабель ПВ3-1 25 кв.мм. многож., ПВХ оболочка желто-зеленая;flr0022
Кабель ПВ3-1 70 кв.мм. многож., ПВХ оболочка желто-зеленая;flr0023
Перфоратор Cobra TT 32;flr0028
Насадка для молотка Cobra 27B;flr0028-1
Кабель ПВ3-1 150 кв.мм. многож., ПВХ оболочка желто-зеленая;flr0029
Гайка соединительная;flr003-1
Шпилька резьбовая 16mm*2m;flr003-2
Шина медная 50x5x400мм 8 отвестий М10,5;flr0101
Нержавеющая плоская шайба M10;flr0104
Анкерный болт HBM 10X110;flr0105
Болт нержавеющий M10 x 40mm;flr0106
Нержавеющая гроверная шайба M10;flr0107
Нержавеющая плоская шайба M10;flr0108
Болт нержавеющий M10 x 35mm;flr0111
Гайка нержавеющая M10;flr0112
Полиэтиленовая труба длина 5м, диам. 110мм;flr0117
Джутовая лента (утеплитель межвенцовый) 50mm;flr0118
Силиконовый герметик 600 мл;flr0119
Провод для подземной заземляющей решетки, 6 кв.мм, ПВХ изоляция, зеленый/желтый, для заземлеия;flr0125
Провод для подземной заземляющей решетки,16 кв.мм, ПВХ изоляция, зеленый/желтый, для заземлеия;flr0126
Сверло Power Bit 3/4(19.1);frm30923
Сверло Power Bit 7/8(22.2);frm30927
Сверло Impact Bit 11/16x18;frm37869
Сверло Impact Bit 13/16x18;frm37870
Сверло Impact Bit 15/16x18;frm37871
База трамбовщика RAM;frm40180
Рукав полиуретановый низкого давления 4,6м (2шт/комп);frm40251
Рукав резиновый низкого давления 7,6м frm40284;frm40284
Ремкомплект для трамбовщика H4802,-1,-6;frm40317
Ремкомплект для ударного гайковерта H6520C3;frm41116
Шланг выходной для помпы 102ммх7,6м frm41189;frm41189
Шланг выходной для помпы 51ммх7,6м frm41220;frm41220
29х152мм Пика;frm41706
Долото - 29х152мм;frm41707
Резец по асфальту 127мм - 29х152мм;frm41708
Долото для глины - 29х152мм;frm41709
Долото 35мм - 29х152мм;frm41710
"Набор из 6 сменных головок - 1/2&quot; хвостовик (6шт.) frm41769";frm41769
"HTMA муфта-разъем - 3/8&quot; NPTF внутр. резьба";frm41777
"HTMA муфта-разъем - 1/2&quot; NPTF внутр. резьба frm41778";frm41778
"HTMA муфта-штекер - 1/2&quot; NPTF внутр. резьба frm41779";frm41779
"HTMA муфта-штекер - 3/8&quot; NPTF внутр. резьба";frm41780
Уплотнительное кольцо 3.250X3.375X.062 70D NITRILE;frm42094
"Эксцентриковый затвор соединительной муфты 2&quot; frm42104";frm42104
Опорная трамбовка, включая опору овальной формы;frm42200
Извлекатель опор H4910A;frm42239
Дрель - 13мм гайка под ключ;frm42260
Портативный генератор - 3500Вт frm42276;frm42276
Лезвие резака (CUTTER BLADE);frm42508
Лезвие по металлу 356мм frm42993;frm42993
Лезвие по бетону 356мм frm42994;frm42994
"Шина 13&quot;, калибр 058";frm43369
Долото 35мм - 25х108мм;frm46218
Долото для глины - 25х108мм;frm46220
Резец по асфальту - 25х108мм;frm46221
Нитевидный предохранитель 5/8” с заземляющим стержнем - 1х4-1/4”;frm46222
Нитевидный предохранитель 1” с заземляющим стержнем - 1х4-1/4”;frm46223
Крюк резака (CUTTER HOOK);frm48197
Секатор с Супер Слив™ для систем с откр. и закр. центром;frm48200
Комплект уплотнителей 48208 (SEAL KIT);frm48208
Уплотнитель (GLAND);frm48919
Пика - 25х108мм;frm49138
Лопасть помпы H4635;frm49315
Шланг выходной для помпы 76ммх7,6м frm49499;frm49499
Комплект уплотнителей 49765 (SEAL KIT);frm49765
"14&quot; (356мм) Отрезная пила - с открытым центром";frm49847
Комплект уплотнителей 49963 (SEAL KIT);frm49963
Прокладка;frm50139
Опорная пластина;frm50142
Подшипник короткий для H4635;frm50156
Подшипник длинный для H4635;frm50162
Подшипник;frm50173
Опорный подшипник;frm50187
HTMA муфта-штекер 3/4х16 SAE втулка с кольцевым уплотнением с внеш. резьбой;frm54923
HTMA муфта-разъем 9/16х18 SAE втулка с кольцевым уплотнением с внеш. резьбой;frm54924
HTMA муфта-разъем 3/4х16 SAE втулка с кольцевым уп frm54925;frm54925
Силовой кабель EXZHELLENT MAR RFOU 6/10кВ, 3x120+3x25 CuSn2;gce0335340-T
POWERFLEX-90C. Кабель силовой гибкий RVF3V-K нг 0.6/1кВ, Cu5 4G35/H8мм2, чёрн.;gce0344608blk-T
POWERFLEX-90C. Кабель силовой гибкий RVF3V-K нг 0.6/1кВ, Cu5 4G25/H7мм2, чёрн.;gce0344611blk-T
POWERFLEX-90C LSZH. Кабель силовой RZ1MZ1-K нг-лс-нф 0.6/1кВ, Cu5 2x6+1G2.5мм2, оболочка СшП/полиоле;gce0352201-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x35мм2 Cu5, чёрн. ПВХ (м.);gce1169113blk-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x50мм2 Cu5, чёрн. ПВХ (м.);gce1169114blk-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x70мм2 Cu5, чёрн. ПВХ (м.);gce1169115blk-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x70мм2 Cu5, глб. ПВХ (м.);gce1169115blu-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x70мм2 Cu5, ж./з. ПВХ (м.);gce1169115g/y-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x95мм2 Cu5, чёрн. ПВХ (м.);gce1169116blk-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x120мм2 Cu5, чёрн. ПВХ (м.);gce1169117blk-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x150мм2 Cu5, чёрн. ПВХ (м.);gce1169118blk-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x185мм2 Cu5, чёрн. ПВХ (м.);gce1169119blk-T
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x240мм2 Cu5, чёрн. ПВХ (м.);gce1169120blk-T
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.5мм2 Cu5, чёрн. ПВХ (200м.);gce1171103blk-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.5мм2 Cu5, глб. ПВХ (200м.);gce1171103blu-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.5мм2 Cu5, корчн. ПВХ (200м.);gce1171103brn-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.5мм2 Cu5, сер. ПВХ (200м.);gce1171103gry-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.5мм2 Cu5, красн. ПВХ (200м.);gce1171103red-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.5мм2 Cu5, бел. ПВХ (200м.);gce1171103whi-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, чёрн. ПВХ (200м.);gce1171104blk-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, глб. ПВХ (200м.);gce1171104blu-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, корчн. ПВХ (200м.);gce1171104brn-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, син. ПВХ (200м.);gce1171104dbl-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, ж./з. ПВХ (200м.);gce1171104g/y-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, сер. ПВХ (200м.);gce1171104gry-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, красн. ПВХ (200м.);gce1171104red-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x0.75мм2 Cu5, бел. ПВХ (200м.);gce1171104whi-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, чёрн. ПВХ (200м.);gce1171105blk-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, глб. ПВХ (200м.);gce1171105blu-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, корчн. ПВХ (200м.);gce1171105brn-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, син. ПВХ (200м.);gce1171105dbl-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, ж./з. ПВХ (200м.);gce1171105g/y-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, сер. ПВХ (200м.);gce1171105gry-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, красн. ПВХ (200м.);gce1171105red-b200
GENLIS-F. Провод монтажный H05V-K, 300/500В, 1x1мм2 Cu5, бел. ПВХ (200м.);gce1171105whi-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, чёрн. ПВХ (200м.);gce1174106blk-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, глб. ПВХ (200м.);gce1174106blu-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, корчн. ПВХ (200м.);gce1174106brn-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, син. ПВХ (200м.);gce1174106dbl-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, ж./з. ПВХ (200м.);gce1174106g/y-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, сер. ПВХ (200м.);gce1174106gry-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, красн. ПВХ (200м.);gce1174106red-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x1.5мм2 Cu5, бел. ПВХ (200м.);gce1174106whi-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x2.5мм2 Cu5, чёрн. ПВХ (200м.);gce1174107blk-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x2.5мм2 Cu5, глб. ПВХ (200м.);gce1174107blu-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x2.5мм2 Cu5, корчн. ПВХ (200м.);gce1174107brn-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x2.5мм2 Cu5, син. ПВХ (200м.);gce1174107dbl-b200
GENLIS-F. Провод монтажный H07V-K 450/750В, 1x2.5мм2 Cu5, ж./з. ПВХ (200м.);gce1174107g/y-b200
